30	1	2778	505	3000	824218
60	1	2777	505	3000	824218
90	1	2777	505	3000	824218
120	1	553	101	3000	824218
150	1	550	100	3000	824218
180	1	551	100	3000	824218
210	1	550	100	3000	824218
240	2	551	100	3000	824218
270	2	551	100	3000	824218
300	2	181	33	3000	824218
330	2	181	33	3000	824218
360	2	181	33	3000	824218
390	2	180	33	3000	824218
420	3	181	33	3000	824218
450	3	181	33	3000	824218
480	3	686	125	3000	824218
510	3	689	125	3000	824218
540	3	689	125	3000	824218
570	3	688	125	3000	824218
600	3	690	125	3000	824218
630	3	688	125	3000	824218
660	3	690	126	3000	824218
690	3	688	125	3000	824218
720	3	689	125	3000	824218
750	3	688	125	3000	824218
780	3	688	125	3000	824218
810	3	689	126	3000	824218
840	3	689	125	3000	824218
870	3	688	125	3000	824218
900	3	690	125	3000	824218
930	3	687	125	3000	824218
960	3	689	125	3000	824218
990	3	687	125	3000	824218
1020	3	689	125	3000	824218
1050	3	689	125	3000	824218
1080	3	689	125	3000	824218
1110	3	687	125	3000	824218
1140	3	688	125	3000	824218
1170	3	689	125	3000	824218
