30	1	1025	117	3000	3357917
60	1	875	94	3000	3357917
90	1	931	100	3000	3357917
120	1	932	100	3000	3357917
150	1	931	100	3000	3357917
180	1	932	100	3000	3357917
210	1	930	100	3000	3357917
240	1	931	100	3000	3357917
270	1	932	100	3000	3357917
300	1	929	100	3000	3357917
330	1	930	100	3000	3357917
360	1	930	100	3000	3357917
390	1	932	100	3000	3357917
420	1	930	100	3000	3357917
450	1	931	100	3000	3357917
480	1	930	100	3000	3357917
510	1	932	100	3000	3357917
540	1	931	100	3000	3357917
570	1	930	100	3000	3357917
600	1	929	100	3000	3357917
630	1	931	100	3000	3357917
660	1	931	100	3000	3357917
690	1	929	100	3000	3357917
720	1	930	100	3000	3357917
750	1	930	100	3000	3357917
780	1	931	100	3000	3357917
810	1	930	100	3000	3357917
840	1	929	100	3000	3357917
870	1	930	100	3000	3357917
900	1	932	100	3000	3357917
930	1	932	100	3000	3357917
960	1	929	100	3000	3357917
990	1	929	100	3000	3357917
1020	1	931	100	3000	3357917
1050	1	931	100	3000	3357917
1080	1	929	100	3000	3357917
1110	1	930	100	3000	3357917
1140	1	929	100	3000	3357917
1170	1	932	100	3000	3357917
1200	1	930	100	3000	3357917
1230	1	930	100	3000	3357917
1260	1	929	100	3000	3357917
1290	1	931	100	3000	3357917
1320	1	932	100	3000	3357917
1350	1	929	100	3000	3357917
1380	1	932	100	3000	3357917
1410	1	931	100	3000	3357917
1440	1	932	100	3000	3357917
1470	1	930	100	3000	3357917
1500	1	930	100	3000	3357917
1530	1	929	100	3000	3357917
1560	1	932	100	3000	3357917
1590	1	931	100	3000	3357917
1620	1	929	100	3000	3357917
1650	1	930	100	3000	3357917
1680	1	931	100	3000	3357917
1710	1	932	100	3000	3357917
1740	1	930	100	3000	3357917
1770	1	930	100	3000	3357917
1800	1	930	100	3000	3357917
1830	1	933	100	3000	3357917
1860	1	931	100	3000	3357917
1890	1	930	100	3000	3357917
1920	1	930	100	3000	3357917
1950	1	931	100	3000	3357917
1980	1	932	100	3000	3357917
2010	1	929	100	3000	3357917
2040	1	932	100	3000	3357917
2070	1	931	100	3000	3357917
2100	1	932	100	3000	3357917
2130	1	929	100	3000	3357917
2160	1	931	100	3000	3357917
2190	1	930	100	3000	3357917
2220	1	933	100	3000	3357917
2250	1	930	100	3000	3357917
2280	1	930	100	3000	3357917
2310	1	929	100	3000	3357917
2340	1	932	100	3000	3357917
2370	1	932	100	3000	3357917
2400	1	929	100	3000	3357917
2430	1	931	100	3000	3357917
2460	1	932	100	3000	3357917
2490	1	932	100	3000	3357917
2520	1	929	100	3000	3357917
2550	1	932	100	3000	3357917
2580	1	930	100	3000	3357917
2610	1	933	100	3000	3357917
2640	1	931	100	3000	3357917
