30	1	2354	99.98561	3000	23543388
60	1	2354	99.98561	3000	23543388
90	1	2378	99.85719	3000	23814008
120	1	2385	100.1511	3000	23814008
150	1	2390	100.3611	3000	23814008
180	1	2420	100.0271	3000	24193442
210	1	2422	100.1098	3000	24193442
240	1	2442	100.1168	3000	24391516
270	1	2440	100.0348	3000	24391516
300	1	2444	98.98082	3000	24691652
330	1	2476	100.2768	3000	24691652
360	1	2473	100.1553	3000	24691652
390	1	2509	100.3491	3000	25002720
420	1	2511	100.4291	3000	25002720
450	1	2533	100.3316	3000	25246290
480	1	2534	100.3712	3000	25246290
510	1	2549	100.337	3000	25404394
540	1	2560	100.77	3000	25404394
570	1	2546	100.2189	3000	25404394
600	1	2558	100.3077	3000	25501524
630	1	2552	100.0724	3000	25501524
660	1	2563	99.94628	3000	25643776
690	1	2564	99.98528	3000	25643776
720	1	2608	100.7758	3000	25879224
750	1	2593	100.1962	3000	25879224
780	1	2597	100.3508	3000	25879224
810	1	2576	100.2208	3000	25703244
840	1	2578	100.2986	3000	25703244
870	1	2562	100.0548	3000	25605960
900	1	2568	100.2892	3000	25605960
930	1	2571	99.86129	3000	25745712
960	1	2578	100.1332	3000	25745712
990	1	2572	99.90013	3000	25745712
1020	1	2569	100.1745	3000	25645258
1050	1	2563	99.94051	3000	25645258
1080	1	2550	99.77861	3000	25556580
1110	1	2558	100.0916	3000	25556580
1140	1	2546	99.726	3000	25529952
1170	1	2548	99.80434	3000	25529952
1200	1	2550	99.88268	3000	25529952
1230	1	2555	100.1209	3000	25519146
