30	1	1276	266	3000	867678
60	1	797	144	3000	869224
90	1	799	144	3000	869992
120	1	801	145	3000	873133
150	1	803	145	3000	874979
180	1	805	145	3000	873155
210	2	1431	257	3000	869269
240	2	1448	262	3000	869269
270	2	1446	261	3000	869269
300	2	1446	261	3000	869269
330	2	1448	261	3000	869269
360	2	1451	261	3000	869269
390	2	1453	261	3000	869269
420	2	1454	261	3000	869269
450	2	1454	262	3000	869269
480	2	1452	262	3000	869269
510	2	1448	261	3000	869269
540	2	1446	261	3000	869269
570	2	1446	261	3000	869269
600	2	1447	261	3000	869269
630	2	1449	261	3000	869269
660	2	1452	261	3000	869269
690	2	1453	262	3000	869269
720	2	1452	262	3000	869269
750	2	1454	262	3000	869269
780	2	1452	262	3000	869269
810	2	1450	261	3000	869269
840	2	1449	261	3000	869269
870	2	1448	261	3000	869269
900	2	1447	261	3000	869269
930	2	1447	261	3000	869269
960	2	1449	261	3000	869269
990	2	1450	262	3000	869269
1020	2	1451	262	3000	869269
1050	2	1453	261	3000	869269
1080	2	1452	261	3000	869269
1110	2	1453	261	3000	869269
1140	2	1451	261	3000	869269
1170	2	1449	261	3000	869269
1200	2	1447	262	3000	869269
1230	2	1446	261	3000	869269
1260	2	1446	261	3000	869269
1290	2	1448	261	3000	869269
1320	2	1449	261	3000	869269
1350	2	1452	261	3000	869269
1380	2	1453	261	3000	869269
1410	2	1454	261	3000	869269
1440	2	1453	261	3000	869269
1470	2	1451	262	3000	869269
1500	2	1448	261	3000	869269
1530	2	1446	261	3000	869269
1560	2	1445	261	3000	869269
1590	2	1446	261	3000	869269
1620	2	1447	261	3000	869269
1650	2	1450	261	3000	869269
1680	2	1452	261	3000	869269
1710	2	1453	262	3000	869269
1740	2	1453	261	3000	869269
1770	2	1452	262	3000	869269
1800	2	1449	261	3000	869269
1830	2	1448	261	3000	869269
1860	2	1447	261	3000	869269
1890	2	1447	261	3000	869269
1920	2	1448	261	3000	869269
1950	2	1448	261	3000	869269
1980	2	1450	261	3000	869269
2010	2	1451	261	3000	869269
2040	2	1452	261	3000	869269
2070	2	1452	261	3000	869269
2100	2	1450	261	3000	869269
2130	2	1449	261	3000	869269
2160	2	1447	261	3000	869269
2190	2	1446	261	3000	869269
2220	2	1446	261	3000	869269
2250	2	1447	261	3000	869269
2280	3	806	147	3000	869269
2310	3	801	145	3000	870875
2340	3	799	144	3000	862558
