30	0	3179	678	3000	2210
60	0	3172	678	3000	5157
90	1	3165	676	3000	5157
120	1	16	3	3000	5157
150	1	605	129	3000	5157
180	1	605	130	3000	5157
210	1	605	46	3000	5157
240	1	605	3	3000	5157
270	1	211	45	3000	5157
300	1	14	130	3000	5157
330	1	212	130	3000	5157
360	1	607	130	3000	5157
390	1	606	88	3000	5157
420	1	606	3	3000	5157
450	1	410	45	3000	5157
480	1	14	88	3000	5157
510	1	208	130	3000	5157
540	1	407	129	3000	5157
570	1	606	87	3000	5157
600	1	608	46	3000	5157
630	1	408	3	3000	5157
660	1	210	87	3000	5157
690	1	13	130	3000	5157
720	1	408	130	3000	5157
750	1	607	130	3000	5157
780	1	607	45	3000	5157
810	1	607	45	3000	5157
