30	0	588	100	3000	1287783
60	0	591	99	3000	1287783
90	0	591	99	3000	1287783
120	0	588	100	3000	1287783
150	0	591	100	3000	1287783
180	0	589	99	3000	1287783
210	0	589	99	3000	1287783
240	0	590	99	3000	1287783
270	0	589	100	3000	1287783
300	0	589	99	3000	1287783
330	0	590	100	3000	1287783
360	0	588	99	3000	1287783
390	0	587	100	3000	1287783
420	0	590	100	3000	1287783
450	0	587	99	3000	1287783
480	0	591	99	3000	1287783
510	0	591	100	3000	1287783
540	0	586	99	3000	1287783
570	0	591	99	3000	1287783
600	0	587	100	3000	1287783
630	0	587	100	3000	1287783
660	0	591	99	3000	1287783
690	0	588	99	3000	1287783
720	0	591	99	3000	1287783
750	0	591	99	3000	1287783
780	0	589	100	3000	1287783
810	0	590	100	3000	1287783
840	0	589	100	3000	1287783
870	0	589	99	3000	1287783
900	0	589	99	3000	1287783
930	0	589	100	3000	1287783
960	0	588	99	3000	1287783
990	0	590	100	3000	1287783
1020	0	590	100	3000	1287783
1050	0	586	99	3000	1287783
1080	0	590	99	3000	1287783
1110	0	586	99	3000	1287783
1140	0	591	100	3000	1287783
1170	0	591	100	3000	1287783
1200	0	586	99	3000	1287783
1230	0	591	99	3000	1287783
1260	0	587	99	3000	1287783
1290	0	591	99	3000	1287783
1320	0	591	100	3000	1287783
1350	0	588	100	3000	1287783
1380	0	591	99	3000	1287783
1410	0	590	100	3000	1287783
1440	0	589	100	3000	1287783
1470	0	590	100	3000	1287783
1500	0	589	100	3000	1287783
1530	0	589	99	3000	1287783
1560	0	590	100	3000	1287783
1590	0	590	99	3000	1287783
1620	0	588	99	3000	1287783
1650	0	590	99	3000	1287783
1680	0	587	99	3000	1287783
1710	0	586	99	3000	1287783
1740	0	591	100	3000	1287783
1770	0	586	99	3000	1287783
1800	0	591	99	3000	1287783
1830	0	587	100	3000	1287783
1860	0	587	99	3000	1287783
1890	0	591	99	3000	1287783
1920	0	587	99	3000	1287783
1950	0	591	100	3000	1287783
1980	0	591	99	3000	1287783
2010	0	588	99	3000	1287783
2040	0	591	99	3000	1287783
2070	0	588	99	3000	1287783
2100	0	591	99	3000	1287783
2130	0	591	100	3000	1287783
2160	0	588	100	3000	1287783
2190	0	591	99	3000	1287783
2220	0	589	99	3000	1287783
2250	0	589	100	3000	1287783
2280	0	589	99	3000	1287783
2310	0	590	100	3000	1287783
2340	0	588	99	3000	1287783
2370	0	588	100	3000	1287783
2400	0	590	100	3000	1287783
2430	0	587	99	3000	1287783
2460	0	591	100	3000	1287783
2490	0	586	99	3000	1287783
2520	0	587	99	3000	1287783
2550	0	591	100	3000	1287783
2580	0	587	99	3000	1287783
2610	0	591	99	3000	1287783
2640	0	591	99	3000	1287783
2670	0	588	100	3000	1287783
2700	0	591	99	3000	1287783
2730	0	588	100	3000	1287783
2760	0	588	100	3000	1287783
2790	0	591	100	3000	1287783
2820	0	589	99	3000	1287783
2850	0	590	100	3000	1287783
2880	0	589	100	3000	1287783
2910	0	589	100	3000	1287783
2940	0	588	99	3000	1287783
2970	0	590	100	3000	1287783
3000	0	587	99	3000	1287783
3030	0	591	100	3000	1287783
3060	0	591	100	3000	1287783
3090	0	587	99	3000	1287783
3120	0	591	100	3000	1287783
3150	0	587	100	3000	1287783
3180	0	587	100	3000	1287783
3210	0	591	100	3000	1287783
3240	0	588	100	3000	1287783
3270	0	591	100	3000	1287783
3300	0	588	100	3000	1287783
3330	0	588	100	3000	1287783
3360	0	591	100	3000	1287783
3390	0	589	100	3000	1287783
3420	0	590	100	3000	1287783
3450	0	590	100	3000	1287783
3480	0	590	100	3000	1287783
3510	0	589	100	3000	1287783
3540	0	590	100	3000	1287783
3570	0	588	99	3000	1287783
3600	0	588	100	3000	1287783
3630	0	590	100	3000	1287783
3660	0	587	99	3000	1287783
3690	0	591	100	3000	1287783
3720	0	591	100	3000	1287783
3750	0	586	99	3000	1287783
3780	0	591	99	3000	1287783
3810	0	586	99	3000	1287783
3840	0	591	100	3000	1287783
3870	0	591	99	3000	1287783
3900	0	587	100	3000	1287783
3930	0	591	100	3000	1287783
3960	0	587	99	3000	1287783
3990	0	587	100	3000	1287783
4020	0	591	100	3000	1287783
4050	0	587	100	3000	1287783
4080	0	591	99	3000	1287783
4110	0	588	100	3000	1287783
4140	0	587	99	3000	1287783
4170	0	591	99	3000	1287783
4200	0	588	100	3000	1287783
4230	0	591	100	3000	1287783
4260	0	591	99	3000	1287783
4290	0	588	99	3000	1287783
4320	0	591	100	3000	1287783
4350	0	589	100	3000	1287783
4380	0	590	99	3000	1287783
4410	0	591	99	3000	1287783
4440	0	589	100	3000	1287783
4470	0	590	100	3000	1287783
4500	0	590	99	3000	1287783
4530	0	590	100	3000	1287783
4560	0	589	100	3000	1287783
4590	0	590	100	3000	1287783
4620	0	587	99	3000	1287783
4650	0	588	99	3000	1287783
4680	0	590	100	3000	1287783
4710	0	587	99	3000	1287783
4740	0	591	100	3000	1287783
4770	0	591	99	3000	1287783
4800	0	586	99	3000	1287783
4830	0	591	99	3000	1287783
4860	0	587	99	3000	1287783
4890	0	591	100	3000	1287783
4920	0	591	99	3000	1287783
4950	0	587	100	3000	1287783
4980	0	591	99	3000	1287783
5010	0	587	99	3000	1287783
5040	0	588	99	3000	1287783
5070	0	591	99	3000	1287783
5100	0	588	99	3000	1287783
5130	0	590	100	3000	1287783
5160	0	589	99	3000	1287783
5190	0	589	100	3000	1287783
5220	0	588	99	3000	1287783
5250	0	590	100	3000	1287783
5280	0	587	99	3000	1287783
5310	0	590	99	3000	1287783
5340	0	591	99	3000	1287783
5370	0	586	99	3000	1287783
5400	0	591	100	3000	1287783
5430	0	587	99	3000	1287783
5460	0	587	99	3000	1287783
5490	0	591	99	3000	1287783
5520	0	587	100	3000	1287783
5550	0	591	99	3000	1287783
5580	0	588	100	3000	1287783
5610	0	588	99	3000	1287783
5640	0	591	100	3000	1287783
5670	0	589	100	3000	1287783
5700	0	590	99	3000	1287783
5730	0	590	99	3000	1287783
5760	0	590	100	3000	1287783
5790	0	588	99	3000	1287783
5820	0	590	100	3000	1287783
5850	0	587	99	3000	1287783
5880	0	587	99	3000	1287783
5910	0	590	100	3000	1287783
5940	0	586	99	3000	1287783
5970	0	591	99	3000	1287783
6000	0	591	99	3000	1287783
6030	0	587	99	3000	1287783
6060	0	591	99	3000	1287783
6090	0	587	99	3000	1287783
6120	0	591	99	3000	1287783
6150	0	591	99	3000	1287783
6180	0	588	99	3000	1287783
6210	0	591	99	3000	1287783
6240	0	588	99	3000	1287783
6270	0	588	100	3000	1287783
6300	0	590	99	3000	1287783
6330	0	589	99	3000	1287783
6360	0	589	99	3000	1287783
