30	0	3211	102	3000	15423000
60	0	3147	100	3000	26853088
90	1	2989	97	3000	26853088
120	1	1510	64	3000	26853088
150	1	1378	49	3000	26853088
180	1	1375	49	3000	26853088
210	1	1376	49	3000	26853088
240	1	1377	49	3000	26853088
270	1	1378	49	3000	26853088
300	1	1376	49	3000	26853088
330	1	1376	49	3000	26853088
360	1	1375	49	3000	26853088
390	1	1379	49	3000	26853088
420	1	1378	49	3000	26853088
450	1	1375	49	3000	26853088
480	1	1375	49	3000	26853088
510	1	1377	49	3000	26853088
540	1	1379	49	3000	26853088
570	1	1375	49	3000	26853088
600	1	1377	49	3000	26853088
630	1	1376	49	3000	26853088
660	1	1379	49	3000	26853088
690	1	1377	49	3000	26853088
720	1	1374	49	3000	26853088
750	1	1375	49	3000	26853088
780	1	1378	49	3000	26853088
810	1	1379	49	3000	26853088
840	1	1376	49	3000	26853088
870	1	1377	49	3000	26853088
900	1	1376	49	3000	26853088
930	1	1378	49	3000	26853088
960	1	1377	49	3000	26853088
990	1	1375	49	3000	26853088
1020	1	1375	49	3000	26853088
1050	1	1376	49	3000	26853088
1080	1	1378	49	3000	26853088
1110	1	1375	49	3000	26853088
1140	1	1376	49	3000	26853088
1170	1	1375	49	3000	26853088
1200	1	1378	49	3000	26853088
1230	1	1377	49	3000	26853088
1260	1	1378	49	3000	26853088
1290	1	1375	49	3000	26853088
1320	1	1378	49	3000	26853088
1350	1	1379	49	3000	26853088
1380	1	1376	49	3000	26853088
1410	1	1377	49	3000	26853088
1440	1	1376	49	3000	26853088
1470	1	1378	49	3000	26853088
1500	1	1377	49	3000	26853088
1530	1	1376	49	3000	26853088
1560	1	1375	49	3000	26853088
1590	1	1377	49	3000	26853088
1620	1	1379	49	3000	26853088
1650	1	1375	49	3000	26853088
1680	1	1377	49	3000	26853088
1710	1	1375	49	3000	26853088
1740	1	1379	49	3000	26853088
1770	1	1377	49	3000	26853088
1800	1	1378	49	3000	26853088
1830	1	1375	49	3000	26853088
1860	1	1377	49	3000	26853088
1890	1	1379	49	3000	26853088
1920	1	1379	49	3000	26853088
